h_comment_date,h_content_comment,h_rating,h_reviever_helpfulvote,h_reviewer_address,h_reviewer_contribution,h_reviewer_id,h_reviewer_name,h_reviewer_staydate,h_title_comment,h_triptype,h_url
43862,"We booked this hotel very last minute, around 2 minutes before we walked into reception.

Hotel let us check in straight away, always a plus.

Girl at reception helped me every day - booked us a full day tour of Hue and also booked us a bus transfer to Hoi Ann plus our accommodation in Hoi Ann - this took her around 5 minutes which was very helpful.

Can't remember her name or what she looked like as she was wearing a face mask but she went above and beyond to make our stay an enjoyable one.

The restaurant is also of a very high standard. (Number 1 on tripadvisor at the time of writing)",50,31,"Greystones, Ireland",15,https://www.tripadvisor.com/Profile/172robing,Robin G,43862,Receptionist was very helpful,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or10-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43862,"Recently stayed for five nights and pleased that we chose this hotel. Lengthy health questionnaire to complete on arrival and given juice/fruit etc.

Room was functional but clean. Bars on the window in our 3rd floor room for security purposes as it backed on to nearby roofs. Housekeeping very eager to get into room of a morning so could have done with Do Not Disturb sign being provided.

Breakfast was fine although maybe could have done with some additional cold meats/cheeses being offered. Ate in the restaurant one night and that was again good.

Location was excellent with all sorts of bars/restaurants within walking distance.

All the reception staff were very friendly and professional in sorting trips / laundry etc.

Special mention to the lovely Sally in the restaurant who went out of her way to talk to us everyday and made us feel very welcome.",40,62,"London, United Kingdom",72,https://www.tripadvisor.com/Profile/680MichaelD,Mike D,43862,Nice Stay,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or10-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43862,"I stayed in Serene Palace Hotel for 2 nights. It exceeded my expectations. Staff is very friendly and helpful. Their restaurant is also great. The only thing I did not like there, my room was above the kitchen. So I was not able to open the window. But their was an air conditioner in the room so it was not a big problem",50,2,"Tbilisi, Georgia",5,https://www.tripadvisor.com/Profile/lasalexx,Sandro Gedevanishvili,43862,High class hotel for a good price,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or10-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43862,"The best thing with the hotel is the staff!Very friendly, helpful and serviceminded.
Superior room is clean. Bed is quite hard and pillows way to high (but helpful staff found a little lower one for me). Small window towards backyard so room a bit dark.
Price is cheap though, so overall its good.
Superior room 700.000 VDN/night (30 USD/night).
Complimentary water bottles and tea, different bathroom amenities like toothbrushes, cotton swabs, hair dryer etc.
Safety box in room. TV with different channels.
Breakfast small but satisfying. Different egg dishes made by order.
We would stay at Serene Palace again.",40,50,"Gothenburg, Sweden",97,https://www.tripadvisor.com/Profile/AnnikaS,AnWa,43862,Best thing is the staff and good value for price,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or10-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43862,"Hue Serene Palace rooms are spacious, beds are comfy with ample pillows. Good selection for breakfast especially the hot entrees, fruit juices and fresh fruit. Towels could be whiter in colour and shower curtain and bathtub area smells of mildew. You can rent a motorbike from the hotel for a full day or half a day if you want to take a spin around the city or rent one from the place across the street.
There can be heard echoes and noises from the hallway or the floor above you at all hours due to the hard surfaces used, which can be annoying. Elevator is very handy for luggage and I appreciated the 2 free bottles of water per day (previous hotel provided 2 bottles on the first day only). There’s also an intimidating, scowling old white dude in shorts that’s there almost all the time (maybe he’s the owner) who needs to learn how to smile. This ancient and special city is home to thousands of little hotels! There’s so much choice. I’m not sure I would stay here again.",40,103,"Thornhill, Canada",268,https://www.tripadvisor.com/Profile/mellieann,mellieann,43862,Mixed feelings about the place,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or10-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43862,"There were 3 of us in the room which had a queen and twin that were comfortable. The meals were delicious in the on site restaurant. The breakfast was included and was generous, good and very handy. The front desk arranged several tours for us that worked beautifully and Julia was very informative and made sure we understood what we were agreeing to. The location was ideal, it helped that there was a 31 flavored kem (ice cream) place pretty close to end the day...or start it. We were able to walk around town and get a feel for the town. All of the staff were wonderful and helpful.",50,2,"Portland, Oregon",5,https://www.tripadvisor.com/Profile/F2963WZsusanf,Susan F,43862,Wonderful place to stay,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or10-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43862,"We thoroughly enjoyed our stay at Hue Serene Palace Hotel. The staff went out of their way to make us feel welcomed by giving us a drink and fruit upon arrival, then seeing to it that we had all information needed for any tours we wanted to do.
The room was large and clean.
The breakfast was amazing... lots of variety and the servers were very friendly and efficient. We would definitely stay here again!",50,1,"Vancouver Island, Canada",7,https://www.tripadvisor.com/Profile/donnamv64,donnamv64,43862,Best Hotel on our 3 week trip through Vietnam!,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or10-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43862,"The room was spacious, the beds were comfortable and the room had lots of natural light, a beautiful balcony and all the facilities one could possibly need or want while travelling. The staff was most helpful and always pleasant and polite. They organized tours and transportation for us which was superb in each situation. The breakfast was amazing with lots of options and a wide variety of meal choices!",50,NA,"Montreal, Canada",3,https://www.tripadvisor.com/Profile/VLR1948,Virginia Robertson,43862,A lovely boutique hotel close to the action but just secluded enough to be a quiet and relaxing place to stay.,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or10-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43862,Very nice small hotel in the heart off the old town .very good breakfast . Room clean everything you need .only downside view from the bedroom window did not exist make sure you request high floor . Short walk to all areas of interest 20 minutes to Imperial palace which is amazing .when leaving staff had packed us fresh fruit for thr journey very helpful friendly staff .,40,8,"Nottinghamshire, United Kingdom",4,https://www.tripadvisor.com/Profile/aperry1950,aperry1950,43831,Great stay,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or10-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43862,This property is in a central location but far enough off the strip that you're away from the city noise. We had a suite on the top floor with a spacious room and a large balcony with a city view. The staff here was exceptional and communicated perfectly in english setting us up with a scooter multiple times .Would recommend renting a scooter through the hotel for the hai van pass as they can transfer you bags!,50,NA,NA,2,https://www.tripadvisor.com/Profile/Chaseb_99215,Chase,43831,Central with 5 star staff,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or10-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43831,"We stayed 3 nights in room 701 which is a top floor room with both a balcony with 2 chairs and a table and a spa bath. The room is well decorated and equipped. There were a great number of TV channels with a number in English - both news and movies.

The hotel fronts on an alley. Consequently, the room was very quiet and the A/C blocked out any remaining noise.

Both breakfast and dinner we're good.

The real distinction here was the friendliness and helpfulness of the staff. And, it was excellent value for money",40,86,"Marin County, California",113,https://www.tripadvisor.com/Profile/BabiBagus,BabiBagus,43831,They treat you like family,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or20-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43831,"What a pity that this place is so noisy! Friendly staff, good breakfast and good location but the way the hotel was build and allows guest at almost the last floor, to hear all guests at the reception. The elevators are noisy and the beds also so make sure you stay in the last level.",30,54,New Zealand,55,https://www.tripadvisor.com/Profile/SandraA1734,Alexandra A,43831,Extremely noisy,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or20-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43831,"Super helpful staff with booking tours and drivers. Nice room. Be aware that it is near the lively bar and restaurant scene, good for party seekers, not ideal for those looking for quiet. The staff is very attentive and spotless clean.",40,37,"Salzburg, Austria",16,https://www.tripadvisor.com/Profile/990hm,H M,43831,Recommended,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or20-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43831,"We stayed for 4 nights at the Hue Serene Palace Hotel. We stayed in a suite which I would have been happy with double the price I paid. The free breakfast (at the #1 rated restaurant on trip advisor) was excellent with many choices. The room was large with a comfortable bed. The staff were friendly and helpful. The entrance to the Hotel is down a thin alley but is easy to find and a short walk to all the action. Would definitely book again if returning to Hue.

Bill
Vancouver, Canada",50,15,NA,9,https://www.tripadvisor.com/Profile/BillyTheHen,William,43831,Great Hotel in Hue!,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or20-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43831,"We stayed here in January 2020 and wood recommend that every Hotel send their staff here for training. The rooms were spacious and spotless. The breakfast was top-class and the staff were out of this world. If you are anywhere around Hue, don't even bother to research any other Hotel, this is the place to stay!!!.
Thank you so much for a magnificent experience",50,4,"Carran, Ireland",2,https://www.tripadvisor.com/Profile/RobertC597,Robert C,43831,Absolutely wonderful experience,Trip type: Traveled with family,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or20-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43831,"We recently stayed at this hotel for one night and were really impressed by the service, restaurant and location - a very affordable holiday destination. Further, the staff we informative and kind - ensuring the best information for a great stay.",50,6,NA,5,https://www.tripadvisor.com/Profile/gracehouse1999,Grace House,43800,Family friendly hotel,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or20-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43831,"This was a cheaper hotel than most of our others on our tour and great value.We had a great room on the 8th floor with a balcony.

It was in a sidestreet in a lively but not noisy area with lots of eating options close by. Service was great with really good advice on activities.

Breakfast was included and ok,",50,48,"Colchester, United Kingdom",33,https://www.tripadvisor.com/Profile/Foodteamonhols,Foodteamonhols,43800,Great value stay with very good service,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or20-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43800,"This is a very conveniently located and lovely little hotel. The rooms were bigger than expected, the beds comfortable and clean. The breakfast was substantial and a good start to the day and the staff were friendly.",50,2,"Ho Chi Minh City, Vietnam",4,https://www.tripadvisor.com/Profile/andrewmY732TZ,Andrew M,43800,Surprisingly Comfortable,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or20-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43800,"This hotel performs way better than I expected. The spread of the breakfast especially the ala carte order was a pleasant surprise . Bed was comfortable and overall it was value for money.
Receptionists was polite and took time to confirm my reservation and was surprised by the welcome drink too. Nice job team in the hotel. Thank you",50,NA,NA,4,https://www.tripadvisor.com/Profile/EveW296,Eve W,43800,Pleasant surprise,Trip type: Traveled with family,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or20-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43800,Excellent staff who were very helpful in planning our visits.located in a small street next to the main area of bars and restaurants the hotel had large rooms and a great restaurant. The breakfast was a buffet with cooked to order options,50,4,NA,4,https://www.tripadvisor.com/Profile/Epwell,Philip,43800,Very good stay,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or20-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43800,"Excellent situation, great and quiet room. Super breakfast. Staff very nice and location close to the sea. we went by bike on the historic HUE it was great. We enjoyed a lot our stay and for sure if we come back to this place, we'll stay here again!",50,6,"Vieux-Moulin, France",18,https://www.tripadvisor.com/Profile/FORCINAL,FORCINAL,43770,Beautiful hotel and room,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or30-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43800,Hotel has very reasonable prices. We booked a serene double room which was on the 7th floor so had great views from our balcony. The room was utilitarian but was spacious and clean with a complementary half bottle of wine. Breakfast was very good. Staff were friendly and helpful and worked hard to get us in our room as soon as possible despite our morning arrival. This hotel was very good value.,40,148,"Toronto, Canada",210,https://www.tripadvisor.com/Profile/Traveller376,Traveller376,43770,Overall very good value,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or30-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43800,My friend and I had an amazing time at the serene Palace Hotel. Even though we only stayed one night we wish we could have stayed more. Everyone was so nice and hospitable from the front desk when we checked in to the wait staff in the dining room to the housekeepers upstairs. We were greeted with a welcome drink and plate of fruit since we arrived in the morning and we were even able to check into our room early. We also really enjoyed our lunch there and could not believe how amazing the service was And how great the food tasting. As we were leaving the girls in the dining room even sent us off with a little to go box of fruit since they knew we had a long journey ahead of us. The rooms were very clean and everything you needed was provided for. The beds were super comfortable and we really enjoyed our stay. We will definitely be staying here next time we’re in Hue!,50,4,NA,10,https://www.tripadvisor.com/Profile/Q348MCbrookem,Brooke M,43800,Excellent Hospitality,Trip type: Traveled with friends,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or30-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43800,"Biggest highlight is the smiling and attentive staff! Thanks a lot for your support and flexibility, Mary and team, with making our stay and our travels such wonderful experience. Rooms are quiet, spacious, clean and breakfast offers a lot of choice.",50,14,"Lyon, France",8,https://www.tripadvisor.com/Profile/ennoundenna,ennoundenna,43800,Great hospitality,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or30-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43800,Our stay at the Serene Palace Hue was wonderful. We had great Hotel and tour services. The wait and tour staff are five star. It was a most enjoyable stay. We will return to this hotel on our next visit to Hue.,50,NA,NA,4,https://www.tripadvisor.com/Profile/Tran_trave,Tran Family,43770,excellent service,Trip type: Traveled with family,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or30-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43800,"Our stay in this hotel surpassed all of our expectations. It was very well maintained and clean, rooms are spacious and comfortable and location is near a lot of great restaurants but the best thing of all was the staff.
We were welcomed with fresh fruit and juice and everyone is so pleasant and helpful, they even packed us some fruit on our last day because they knew we had a long bus ride ahead of us, just lovely.
The breakfast is also top notch! If you’re ever in Hue, don’t hesitate to stay here.",50,3,"Los Angeles, California",26,https://www.tripadvisor.com/Profile/keissander,Casandra G.,43800,Really recommended <3,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or30-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43800,"By far the best value hotel I have stayed so far in Vietnam!!!! I was kinda skeptical when I was walking the Lil narrow road where is located but woa it did surprise me!!!!!!!! The lobby, the room and the restaurant were really good!!!!! I am sad I only stayed one night 😢I was on my way to hoi an 🤦‍♂️ the service was great!!!! My favorite part was the breakfast so yummy!!!! Good job guy!!! Ahh and there is a motorbike rent place just in front very convenient 🙏🙏🙏🙏🙏",50,49,"Kenner, Louisiana",38,https://www.tripadvisor.com/Profile/joseb133,Jose Bort,43800,Great hotel,Trip type: Traveled solo,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or30-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43800,"This is a hotel I would recommend to anyone, including my enemy if I have any. The room is clean, spacious, new, and well furnished. Staff is superb. Lien greeted us on our arrival, with warmth and advices. The free breakfast is yummy and sumptuous, with a big variety of fresh tropical fruits and items to order free from a menu. Don’t take my words for granted. Give this hotel a shot. You won’t be regretted.",50,NA,NA,1,https://www.tripadvisor.com/Profile/Wang_unt_edu,Ron Wang,43770,Ron Wang,Trip type: Traveled with family,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or30-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43800,My partner and I stayed two nights in Hue at the Hue Serene Palace. The reception team were lovely and friendly and always on hand to help with any questions we had during our stay. Julia was lovely when we first arrived with helping us organise our trips to the tomb and abandoned waterpark as well as a boat trip up to the Pagoda. The breakfast and restaurant within the hotel were superb. Highly recommend staying at the hotel!,50,8,"Glasgow, United Kingdom",7,https://www.tripadvisor.com/Profile/sgal5,sarah g,43770,Great stay in Hue,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or30-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43770,"The redeeming quality of this hotel is the staff service. We were greeted upon arrival and promptly given some fruit juice and fresh fruit. We arrived early but did not have to wait long until a room was ready for us. We were escorted by a bellman and he showed the various features of the room. The two waitresses in the restaurant at dinner were also very pleasant and delivered prompt service.

The location wasn't ideal. It was tucked away in a back alley - a mile away from the Citadel. We don't mind walking it but for some, it might be a little too far out. The bathroom wasn't the best - the lighting is pretty dim and the caulking in the tub area was terrible. Therefore, it did not feel completely clean. We checked out around 6am and when we walked into the lobby, the overnight shift (bellman and night auditor) were literally sleeping on the couch in the lobby and a thin mattress on the floor. We had to wait for them to wake up and put on their shoes. I understand that this is an independent hotel, but as a traveler who works in the hotel industry, this was disappointing and honestly, a little irritating, especially since we had to be somewhere at a certain time. It is an overnight shift, but that's your shift to be on duty and to be attentive to any and all guest needs.",30,5,NA,3,https://www.tripadvisor.com/Profile/maianhtran09,maianhtran09,43770,Only good for one night,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or30-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43770,"We spent two nights at this hotel in beautiful Hue and the service was impeccable. The staff was beyond friendly and helpful, always greeted us with a smile and went out of their way to make us comfortable. The ladies at the front desk were beyond helpful, making phone calls to set up transport for us and giving us good tips for site seeing. Their restaurant, the Serene Restaurant, has some of the best, if not the best food in Hue. You must have their Bun Bo Hue or the Banana Flower salad, so good! Their restaurant staff is also super friendly and made us feel right at home. The rooms are modern, comfortable, clean and quiet. If your into shopping and nightlife this hotel is only a couple of blocks from the hustle and bustle of Vo Thi Sau street.
We used the hotels car service to get from Da Nang to Hue and back to the Da Nang airport. Our drivers, Minh and Hai were both excellent, safe drivers. They were both kind and accommodating. I would definitely recommend using the hotels car service as they are safe, professional and use late model cars. Our first driver Minh was great, driving us from DAD to My Son, Hoi An, Hi Van Pass over look and always asking to make sure we were comfortable and if we want to stop for pictures. Our driver taking us back to Da Nang, Hai, was very friendly as well and funny. Hai made a two and a half hour ride fun and feel short. He was nice enough to stop and buy us some water and some sweet snacks for the ride. To me it’s the little things that count to make for an excellent experience and these driver definitely did that for us. If you don’t use this car service you’re missing out.

Overall, Hue has become our favorite city. The city has wonderful cultural attributes, and some of the kindest and friendliest people we met while in Vietnam. That’s saying a lot since most everyone in Vietnam is friendly!",50,NA,NA,4,https://www.tripadvisor.com/Profile/T1129IQcarlosp,Carlos P,43770,Great Hotel,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or40-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
43770,"I have been around, living in hotels in many countries and Vietnam, this is the hotel I would stay always, despite being tucked away in a tiny lane and in my opinion, consider this hotel amongst the top I have stayed in. The hotel location is neither urban nor rural because if you sit on the balcony you can hear the frogs sing after a rainy day and the cockerel crowing in the morning, with new buildings sprouting up in the surrounding landscape. (My concern is that Hue might develop too fast and lose the feel of a slightly laid back town to become just another modern town of coffee houses and restaurants and shopping centres.) I often sit at the balcony to meditate as the moon sets and watch the sunrise illuminating the growth progress of the city listening to the sounds of a country side setting.

The hotel ambience is one of a family hotel with a restaurant serving the best food in Hue. The staff here are always very helpful and what is important about hotel customer service, like a 6 star premium hotel, is that they remember customer preferences. They don't use a computer database here, just warm loyal staff who know the guest well.

Even if there are newer and modern hotels in Hue, my choice will always be this hotel. Never have I seen so many loyal guest who would stay for weeks or months. The staff seriously makes the difference and the boss and management of the group should really bear this in mind.

Another great thing about this hotel is the english language fluency of most of the staff , you get what you want when you ask the staff in english. I note that there are front desk staff like Alan who speaks basic Mandarin and I think I overheard him speak a European language, these are the people who would help bridge the communication gaps existing in many Vietnamese hotels. In developing countries, management normally encourage staff with a passion to communicate in another language like this by sponsoring them for language course as it is definitely a competitive advantage for the hotel to have such staff in the growing competition.",50,92,"Singapore, Singapore",513,https://www.tripadvisor.com/Profile/jeffchia88,jeffchia88,43739,A hotel away from home with high standards of customer service.,NA,https://www.tripadvisor.com/Hotel_Review-g293926-d4357913-Reviews-or40-Hue_Serene_Palace_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
